student_id,first_name,last_name,email,age,gender,module,attendance_status,teacher_id,created_at,updated_at,grade,progress,score,date,english,urdu,math,science,social_studies,computer,literature
4362db4c346adc58ed7b4115,Ayesha,Personal,ayesha366@example.com,18,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-25T13:02:37.000+00:00,2024-12-25T13:02:37.000+00:00,C,73%,85,2024-12-27,78,76,87,84,88,85,78
aea093f0971a3bd8451d9ee1,Ahmed,Aziz,ahmed194@example.com,19,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,F,77%,88,2024-12-31,86,71,71,75,76,72,86
4de55bdc071f8f098eed6508,Sarah,Ali,sarah242@example.com,16,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-06T13:02:37.000+00:00,2024-12-06T13:02:37.000+00:00,A,79%,95,2024-12-25,76,71,76,86,72,80,89
d97b654d9b239a81b141945,Hassan,Masood,hassan501@example.com,20,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-17T13:02:37.000+00:00,2024-12-17T13:02:37.000+00:00,F,70%,83,2024-12-25,87,74,79,76,71,82,72
93d08600cbb02223c21b4d5d,Sana,Raza,sana646@example.com,19,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-21T13:02:37.000+00:00,2024-12-21T13:02:37.000+00:00,A,86%,99,2024-12-29,87,77,77,85,89,85,71
a5c080994381ef0e89054d08,Fariha,Ali,fariha110@example.com,20,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-19T13:02:37.000+00:00,2024-12-19T13:02:37.000+00:00,B,77%,90,2024-12-28,85,79,75,78,75,70,90
7264ca9384545cfdc6411fe0,Fariha,Iqbal,fariha482@example.com,20,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-18T13:02:37.000+00:00,2024-12-18T13:02:37.000+00:00,D,82%,80,2024-12-25,72,74,87,78,76,88,84
f1d88cd1ac63510f737a8d6d,Usman,Khan,usman859@example.com,18,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-03T13:02:37.000+00:00,2024-12-03T13:02:37.000+00:00,F,77%,99,2024-12-27,72,86,90,74,74,85,73
d8aa374cc3368838eb5d69a9,Shahid,Khan,shahid458@example.com,16,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,C,82%,74,2024-12-26,86,78,86,77,81,82,78
60e8082a8f8f71e0c3758ec7,Hina,Siddiqui,hina196@example.com,16,female,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-29T13:02:37.000+00:00,2024-12-29T13:02:37.000+00:00,D,90%,96,2024-12-29,79,85,71,83,73,80,90
cb4f3ff8023a9cadaacc3c14,Usman,Iqbal,usman590@example.com,18,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-10T13:02:37.000+00:00,2024-12-10T13:02:37.000+00:00,C,89%,71,2024-12-26,90,80,89,77,79,84,90
a16470b7057c91580245977a,Asad,Khan,asad730@example.com,20,male,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-02T13:02:37.000+00:00,2024-12-02T13:02:37.000+00:00,F,89%,77,2024-12-26,75,85,85,84,80,84,87
f29a4543ab155ad49e5d82f1,Hassan,Sultan,hassan435@example.com,18,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,C,75%,100,2024-12-31,86,87,75,89,81,83,80
3ed755e803ef9bd0d3cc97d9,Ayesha,Ali,ayesha654@example.com,16,female,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-09T13:02:37.000+00:00,2024-12-09T13:02:37.000+00:00,A,83%,79,2024-12-28,88,83,83,81,88,85,89
2918060a6a1cbbe1f16a3b3,Sana,Masood,sana735@example.com,19,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-06T13:02:37.000+00:00,2024-12-06T13:02:37.000+00:00,C,83%,97,2024-12-31,70,83,71,70,89,90,83
e3d5109cb66f1784ccf5336,Ahmed,Mazhar,ahmed609@example.com,16,female,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-08T13:02:37.000+00:00,2024-12-08T13:02:37.000+00:00,D,84%,76,2024-12-29,87,77,87,81,79,82,78
cb407e0cf1e78da121fca21f,Zain,Sultan,zain175@example.com,18,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-03T13:02:37.000+00:00,2024-12-03T13:02:37.000+00:00,B,90%,89,2024-12-26,70,70,70,71,72,70,78
d692b1ef2935d1c381b1d6e8,Faizan,Sharif,faizan627@example.com,16,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-04T13:02:37.000+00:00,2024-12-04T13:02:37.000+00:00,C,82%,84,2024-12-30,87,90,87,70,83,79,83
7080eccc247934e3a332f5f4,Hina,Masood,hina163@example.com,20,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-16T13:02:37.000+00:00,2024-12-16T13:02:37.000+00:00,F,88%,83,2024-12-27,72,86,73,70,70,87,77
2089874e71bb7cac20aa311,Muhammed,Masood,muhammed747@example.com,20,female,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,B,80%,86,2024-12-25,84,79,81,70,76,82,85
1526c4ad01792557d004d3a,Fatima,Raza,fatima954@example.com,19,female,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-23T13:02:37.000+00:00,2024-12-23T13:02:37.000+00:00,B,75%,93,2024-12-28,85,71,84,89,74,85,72
967c02c7dea445dacf4387b8,Ali,Aziz,ali281@example.com,20,female,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-26T13:02:37.000+00:00,2024-12-26T13:02:37.000+00:00,F,88%,84,2024-12-30,78,74,73,77,78,80,84
fbfeefe065252041dec4408,Asad,Khan,asad825@example.com,18,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,C,74%,96,2024-12-30,89,79,77,82,86,90,80
9e8c0fe9a149e5d7d80bde13,Ali,Sher,ali335@example.com,18,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-02T13:02:37.000+00:00,2024-12-02T13:02:37.000+00:00,F,75%,90,2024-12-28,73,77,86,90,86,72,72
f09cd586b7a75a9737478b55,Shahid,Sharif,shahid204@example.com,18,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-31T13:02:37.000+00:00,2024-12-31T13:02:37.000+00:00,A,78%,87,2024-12-26,71,75,72,84,80,77,84
7defd95a8474cf2455bfb80,Ali,Khan,ali848@example.com,16,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-06T13:02:37.000+00:00,2024-12-06T13:02:37.000+00:00,C,72%,85,2024-12-25,81,84,72,70,76,79,79
44128c320e944a223df45043,Ahmed,Siddiqui,ahmed199@example.com,19,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-21T13:02:37.000+00:00,2024-12-21T13:02:37.000+00:00,C,80%,99,2024-12-26,90,83,76,84,86,72,70
e303115429dbc71c9e5e9315,Sara,Rehman,sara119@example.com,17,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-17T13:02:37.000+00:00,2024-12-17T13:02:37.000+00:00,B,82%,76,2024-12-25,73,70,78,75,75,76,72
95ce08c297dff11b149c0264,Ali,Iqbal,ali592@example.com,20,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,C,90%,80,2024-12-30,76,86,90,73,81,74,86
f0f6bbb59b2996735a2d6baf,Fatima,Iqbal,fatima384@example.com,17,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-14T13:02:37.000+00:00,2024-12-14T13:02:37.000+00:00,C,72%,100,2024-12-30,83,86,75,73,78,88,83
efd3285d058ef1e60976fa31,Shahid,Begum,shahid235@example.com,19,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-18T13:02:37.000+00:00,2024-12-18T13:02:37.000+00:00,F,85%,74,2024-12-28,80,72,85,82,78,73,89
aef723bfd336fc7665e8188c,Zain,Khan,zain602@example.com,18,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-16T13:02:37.000+00:00,2024-12-16T13:02:37.000+00:00,F,80%,72,2024-12-25,81,71,80,85,82,87,70
f3c62842b7f3e91a887e8b54,Ayesha,Aziz,ayesha626@example.com,19,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,F,71%,91,2024-12-31,80,85,80,74,88,73,90
51bd1a139c206fcc1972c57f,Shiza,Ali,shiza660@example.com,18,male,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-24T13:02:37.000+00:00,2024-12-24T13:02:37.000+00:00,B,83%,90,2024-12-28,87,88,84,74,78,76,85
12d943ed23d151fba95cf172,Shiza,Ali,shiza205@example.com,16,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-03T13:02:37.000+00:00,2024-12-03T13:02:37.000+00:00,D,73%,81,2024-12-25,84,71,79,71,81,89,78
be835a1f085e2b713920632b,Shiza,Sharif,shiza100@example.com,18,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-25T13:02:37.000+00:00,2024-12-25T13:02:37.000+00:00,D,75%,90,2024-12-30,86,86,70,89,80,86,90
a143ccbc57b47a230176feaa,Sarah,Rehman,sarah230@example.com,20,male,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-27T13:02:37.000+00:00,2024-12-27T13:02:37.000+00:00,F,70%,70,2024-12-30,72,90,77,71,80,78,89
a3ee889623c0f5ad29bf11a7,Zain,Ali,zain825@example.com,17,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,F,73%,90,2024-12-25,75,77,89,86,78,86,75
579f0e0866ab8ab23e1288c3,Faizan,Iqbal,faizan493@example.com,19,female,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-31T13:02:37.000+00:00,2024-12-31T13:02:37.000+00:00,F,80%,80,2024-12-25,85,84,89,79,80,78,78
c307f31d958ae5cecd6dfaa6,Hassan,Khan,hassan294@example.com,17,male,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-09T13:02:37.000+00:00,2024-12-09T13:02:37.000+00:00,F,72%,85,2024-12-27,70,90,74,79,86,74,73
2638d33b284568c568a63999,Hassan,Masood,hassan850@example.com,17,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,A,83%,99,2024-12-27,86,83,90,81,70,80,88
4b10e13d0f1ceecda8cc3a71,Ali,Ali,ali875@example.com,18,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,B,74%,92,2024-12-25,74,90,74,72,90,87,85
af99a43d642bd6ad2431e0af,Abdul,Ali,abdul346@example.com,18,female,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-16T13:02:37.000+00:00,2024-12-16T13:02:37.000+00:00,A,76%,79,2024-12-26,70,79,75,89,76,88,87
afe0521f2918c08b7e7ab980,Sarah,Khan,sarah783@example.com,19,male,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-02T13:02:37.000+00:00,2024-12-02T13:02:37.000+00:00,C,86%,70,2024-12-25,78,81,73,82,89,89,78
c8c1bb4c43e1885f8909da43,Hassan,Siddiqui,hassan674@example.com,20,male,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-22T13:02:37.000+00:00,2024-12-22T13:02:37.000+00:00,C,79%,85,2024-12-31,89,82,70,87,82,88,83
3bfa278aabfc158b1eed411,Ahmed,Iqbal,ahmed663@example.com,17,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-29T13:02:37.000+00:00,2024-12-29T13:02:37.000+00:00,A,89%,84,2024-12-27,83,83,81,76,71,87,80
9d5e7193e51cacfe1b932bec,Faizan,Personal,faizan879@example.com,20,female,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-18T13:02:37.000+00:00,2024-12-18T13:02:37.000+00:00,B,72%,82,2024-12-28,83,78,85,83,85,73,82
d93c653ea16e238ec6e2b9f4,Zain,Siddiqui,zain739@example.com,18,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,B,75%,100,2024-12-28,74,81,76,84,70,90,84
4da489388cbe0d210d86938,Faizan,Khan,faizan944@example.com,18,male,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-18T13:02:37.000+00:00,2024-12-18T13:02:37.000+00:00,B,71%,96,2024-12-30,78,75,87,79,79,88,70
c19517aac4ad324618f30c03,Sami,Siddiqui,sami900@example.com,20,female,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-19T13:02:37.000+00:00,2024-12-19T13:02:37.000+00:00,D,72%,80,2024-12-26,85,82,82,80,86,86,86
830a9181f614a0da02c4a99,Asad,Khan,asad677@example.com,19,female,Module 1,Present,676dc8e2e591a7edfe54e8b8,2024-12-12T13:02:37.000+00:00,2024-12-12T13:02:37.000+00:00,B,74%,88,2024-12-30,79,72,74,90,81,89,83
7f5e703be80d7ed9b029b82,Ahmed,Ali,ahmed620@example.com,19,female,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-25T13:02:37.000+00:00,2024-12-25T13:02:37.000+00:00,A,77%,71,2024-12-26,82,72,87,84,71,87,80
2aacb10ee48a22298614fe1e,Abdul,Siddiqui,abdul598@example.com,16,female,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-19T13:02:37.000+00:00,2024-12-19T13:02:37.000+00:00,C,87%,82,2024-12-29,88,83,76,82,71,73,89
ec34d06805ca4810a4e5cd11,Muhammed,Sultan,muhammed534@example.com,20,female,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-11T13:02:37.000+00:00,2024-12-11T13:02:37.000+00:00,B,76%,76,2024-12-31,77,88,78,83,78,75,86
73faf4439b9b7bb6320ddbf6,Shiza,Ali,shiza919@example.com,20,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-14T13:02:37.000+00:00,2024-12-14T13:02:37.000+00:00,F,79%,79,2024-12-30,80,80,90,88,88,86,86
3a4634ee0ebe5688b2832e6f,Faizan,Yousuf,faizan276@example.com,20,female,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-24T13:02:37.000+00:00,2024-12-24T13:02:37.000+00:00,F,79%,87,2024-12-25,73,89,84,85,75,77,90
aba616a49297f9b9b5c3c960,Shahid,Khan,shahid247@example.com,19,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-28T13:02:37.000+00:00,2024-12-28T13:02:37.000+00:00,D,82%,86,2024-12-30,71,89,89,80,83,77,90
cd4f0103417017bbd411f5b4,Hassan,Iqbal,hassan649@example.com,19,male,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-15T13:02:37.000+00:00,2024-12-15T13:02:37.000+00:00,F,82%,85,2024-12-31,80,87,89,77,80,82,83
4967289d61b1c07f2bfb840,Ayesha,Saqib,ayesha459@example.com,19,female,Module 2,Absent,676dc8e2e591a7edfe54e8b8,2024-12-05T13:02:37.000+00:00,2024-12-05T13:02:37.000+00:00,D,89%,71,2024-12-31,76,86,85,83,85,80,85
46bf5bf98cf35a7af391f5ad,Hina,Yousuf,hina415@example.com,19,male,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-07T13:02:37.000+00:00,2024-12-07T13:02:37.000+00:00,F,81%,84,2024-12-31,76,88,71,83,70,72,83
a9751441e3059eb66cdcd05f,Nadia,Sher,nadia977@example.com,16,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-09T13:02:37.000+00:00,2024-12-09T13:02:37.000+00:00,D,75%,84,2024-12-28,72,75,83,80,81,81,84
8f6bc7adffe1fac69b85639f,Sana,Khan,sana855@example.com,18,male,Module 2,Present,676dc8e2e591a7edfe54e8b8,2024-12-02T13:02:37.000+00:00,2024-12-02T13:02:37.000+00:00,D,72%,90,2024-12-29,88,82,90,74,88,86,86
67f82c616b8ff31c4d3d343b,Fariha,Sultan,fariha627@example.com,20,male,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-02T13:02:37.000+00:00,2024-12-02T13:02:37.000+00:00,B,78%,100,2024-12-26,73,79,73,83,76,70,78
7a4c15d4a8b69b6283d4eed0,Ayesha,Khan,ayesha116@example.com,16,female,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-18T13:02:37.000+00:00,2024-12-18T13:02:37.000+00:00,C,85%,85,2024-12-29,85,70,87,86,85,88,75
f64bdc9f4500fc6fe6f81aee,Hassan,Raza,hassan121@example.com,17,female,Module 3,Absent,676dc8e2e591a7edfe54e8b8,2024-12-06T13:02:37.000+00:00,2024-12-06T13:02:37.000+00:00,A,70%,74,2024-12-30,84,83,80,84,74,86,76
e28a9e53c514e883e8ebd71c,Hina,Saqib,hina623@example.com,16,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-23T13:02:37.000+00:00,2024-12-23T13:02:37.000+00:00,C,71%,81,2024-12-29,74,88,76,84,74,70,76
19b09ce84d644c651a74d5e4,Fatima,Ali,fatima788@example.com,17,female,Module 1,Absent,676dc8e2e591a7edfe54e8b8,2024-12-29T13:02:37.000+00:00,2024-12-29T13:02:37.000+00:00,D,86%,89,2024-12-31,90,72,77,76,77,82,77
883574a403169540b606fe34,Sara,Rehman,sara696@example.com,20,male,Module 3,Present,676dc8e2e591a7edfe54e8b8,2024-12-26T13:02:37.000+00:00,2024-12-26T13:02:37.000+00:00,C,79%,75,2024-12-26,70,85,84,87,86,77,82
